id,task,day,employee,complexity,clarity,time,train
id14373,f,a,i,0.572,0.739,,0
id14374,d,d,f,0.682,0.568,,0
id14375,f,d,c,0.167,0.509,,0
id14376,c,c,a,0.237,0.383,,0
id14377,e,e,i,0.694,0.334,345.797,1
id14378,g,b,i,0.614,0.325,341.536,1
id14379,c,e,d,0.383,0.477,208.261,1
id14380,b,d,a,0.415,0.627,334.425,1
id14381,e,c,j,0.637,0.485,,0
id14382,c,a,g,0.177,0.523,,0
id14383,a,e,a,0.142,0.492,239.368,1
id14384,e,d,h,0.373,0.515,,0
id14385,h,e,e,0.413,0.368,,0
id14386,d,c,a,0.685,0.607,256.983,1
id14387,e,d,a,0.148,0.649,,0
id14388,e,e,g,0.268,0.484,,0
id14389,h,c,j,0.526,0.544,316.951,1
id14390,b,a,i,0.694,0.333,310.448,1
id14391,c,b,i,0.468,0.542,155.599,1
id14392,f,c,f,0.89,0.448,,0
id14393,d,d,j,0.598,0.599,,0
id14394,f,c,e,0.689,0.221,178.125,1
id14395,b,c,h,0.551,0.325,,0
id14396,d,b,c,0.527,0.645,259.466,1
id14397,d,a,b,0.909,0.388,,0
id14398,a,c,b,0.541,0.344,246.512,1
id14399,e,a,e,0.818,0.342,143.316,1
id14400,f,a,j,0.771,0.668,,0
id14401,e,b,c,0.714,0.558,277.586,1
id14402,b,c,i,0.744,0.504,,0
id14403,d,b,f,0.814,0.493,254.7,1
id14404,c,b,g,0.472,0.649,,0
id14405,c,e,i,0.087,0.605,196.338,1
id14406,b,c,j,0.443,0.507,307.562,1
id14407,a,a,f,0.321,0.438,198.936,1
id14408,f,a,f,0.759,0.333,279.628,1
id14409,c,a,j,0.068,0.634,314.356,1
id14410,g,d,c,0.199,0.373,,0
id14411,f,e,h,0.835,0.568,379.8,1
id14412,c,b,j,0.114,0.443,,0
id14413,e,d,e,0.534,0.594,,0
id14414,h,e,f,0.634,0.295,299.032,1
id14415,h,a,j,0.208,0.628,257.866,1
id14416,f,a,h,0.874,0.421,,0
id14417,a,b,j,0.222,0.527,201.746,1
id14418,e,e,f,0.342,0.452,,0
id14419,f,b,b,0.715,0.338,,0
id14420,h,b,a,0.749,0.328,,0
id14421,e,a,h,0.282,0.595,161.268,1
id14422,h,b,e,0.465,0.461,,0
id14423,a,b,f,0.84,0.48,,0
id14424,g,e,b,0.732,0.613,,0
id14425,h,a,g,0.007,0.536,238.439,1
id14426,d,c,h,0.784,0.373,183.223,1
id14427,g,b,g,0.492,0.472,273.928,1
id14428,c,c,j,0.252,0.731,,0
id14429,b,b,f,0.653,0.414,,0
id14430,h,b,a,0.351,0.352,,0
id14431,d,d,h,0.563,0.768,235.183,1
id14432,f,d,h,0.722,0.645,368.528,1
id14433,b,e,d,0.607,0.448,290.129,1
id14434,a,a,g,0.863,0.471,243.999,1
id14435,a,c,e,0.407,0.571,,0
id14436,e,c,d,0.613,0.448,,0
id14437,b,e,f,0.356,0.563,362.81,1
id14438,a,a,j,0.867,0.439,,0
id14439,c,b,d,0.482,0.54,245.378,1
id14440,h,d,d,0.22,0.438,,0
id14441,d,c,f,0.944,0.439,307.346,1
id14442,g,c,b,0.286,0.457,209.959,1
id14443,e,d,i,0.095,0.641,,0
id14444,h,a,f,0.236,0.583,204.75,1
id14445,d,e,j,0.861,0.405,265.119,1
id14446,h,e,f,0.177,0.675,305.584,1
id14447,c,c,b,0.286,0.626,121.584,1
id14448,f,c,g,0.301,0.518,191.167,1
id14449,g,b,b,0.135,0.533,,0
id14450,d,a,j,0.528,0.415,,0
id14451,c,a,e,0.359,0.471,99.154,1
id14452,e,d,f,0.537,0.366,326.074,1
id14453,h,b,e,0.213,0.539,175.904,1
id14454,h,a,e,0.326,0.58,157.207,1
id14455,a,d,f,0.875,0.455,,0
id14456,f,e,f,0.919,0.337,,0
id14457,f,e,f,0.283,0.487,211.887,1
id14458,c,b,h,0.259,0.653,123.159,1
id14459,b,d,d,0.458,0.391,303.223,1
id14460,h,e,b,0.118,0.643,93.59,1
id14461,c,d,b,0.154,0.672,,0
id14462,e,c,i,0.709,0.501,,0
id14463,d,b,i,0.424,0.493,211.499,1
id14464,b,b,g,0.752,0.416,,0
id14465,h,d,h,0.378,0.5,222.037,1
id14466,e,d,f,0.137,0.659,231.532,1
id14467,e,c,f,0.531,0.449,147.341,1
id14468,d,b,h,0.846,0.449,,0
id14469,d,c,c,0.778,0.517,,0
id14470,c,d,j,0.369,0.642,,0
id14471,h,c,h,0.314,0.557,170.055,1
id14472,f,c,f,0.444,0.468,170.1,1
id14473,h,d,b,0.415,0.725,190.804,1
id14474,g,c,d,0.2,0.43,,0
id14475,b,c,g,0.648,0.395,218.158,1
id14476,e,c,f,0.596,0.428,,0
id14477,e,d,e,0.988,0.384,176.961,1
id14478,d,a,e,0.489,0.497,,0
id14479,g,b,f,0.133,0.635,,0
id14480,f,b,e,0.813,0.429,201.204,1
id14481,a,c,h,0.692,0.503,,0
id14482,h,a,f,0.103,0.698,,0
id14483,d,e,g,0.296,0.54,,0
id14484,e,c,j,0.445,0.58,321.306,1
id14485,a,c,e,0.514,0.517,174.815,1
id14486,a,c,g,0.656,0.606,213.032,1
id14487,f,d,e,0.155,0.505,,0
id14488,h,d,i,0.576,0.583,308.007,1
id14489,b,c,d,0.392,0.451,305.464,1
id14490,a,e,h,0.851,0.438,353.503,1
id14491,f,c,b,0.689,0.384,,0
id14492,f,b,a,0.582,0.26,,0
id14493,d,a,e,0.695,0.454,157.616,1
id14494,h,a,b,0.184,0.665,,0
id14495,g,a,b,0.095,0.754,196.075,1
id14496,e,b,i,0.481,0.474,,0
id14497,b,c,i,0.478,0.329,,0
id14498,g,a,e,0.615,0.516,245.916,1
id14499,h,c,c,0.338,0.534,,0
id14500,h,e,f,0.256,0.708,,0
id14501,d,d,d,0.44,0.481,205.865,1
id14502,b,b,c,0.377,0.376,,0
id14503,g,b,c,0.7,0.573,,0
id14504,e,c,g,0.413,0.226,,0
id14505,b,a,c,0.358,0.385,347.258,1
id14506,a,c,a,0.414,0.734,,0
id14507,d,e,d,0.747,0.343,274.816,1
id14508,a,b,c,0.655,0.514,593.328,1
id14509,f,b,b,0.901,0.485,,0
id14510,a,e,c,0.169,0.462,360.862,1
id14511,b,b,e,0.18,0.652,208.077,1
id14512,h,d,h,0.385,0.704,395.041,1
id14513,d,e,g,0.268,0.771,223.602,1
id14514,b,b,j,0.327,0.428,,0
id14515,e,b,f,0.181,0.503,,0
id14516,g,e,j,0.25,0.446,,0
id14517,d,d,d,0.432,0.486,157.606,1
id14518,h,c,d,0.647,0.359,,0
id14519,h,b,i,0.217,0.406,208.857,1
id14520,b,d,h,0.247,0.702,,0
id14521,g,a,i,0.231,0.563,193.476,1
id14522,h,b,a,0.301,0.602,,0
id14523,h,b,b,0.106,0.547,,0
id14524,b,e,j,0.325,0.469,,0
id14525,a,d,e,0.481,0.538,,0
id14526,h,e,d,0.121,0.397,220.697,1
id14527,e,e,b,0.226,0.624,209.182,1
id14528,a,e,g,0.958,0.447,,0
id14529,h,c,j,0.214,0.651,203.43,1
id14530,a,c,e,0.915,0.364,,0
id14531,b,b,i,0.208,0.535,206.611,1
id14532,a,c,h,0.551,0.606,302.592,1
id14533,c,a,b,0.575,0.39,,0
id14534,g,e,j,0.387,0.578,355.683,1
id14535,e,d,c,0.243,0.573,,0
id14536,e,a,c,0.795,0.384,,0
id14537,b,a,j,0.17,0.449,205.86,1
id14538,d,c,g,0.331,0.692,215.625,1
id14539,d,d,i,0.883,0.37,271.593,1
id14540,a,c,b,0.575,0.539,,0
id14541,e,d,j,0.555,0.436,202.331,1
id14542,g,d,g,0.527,0.62,,0
id14543,e,e,g,0.44,0.477,,0
id14544,a,d,c,0.35,0.59,,0
id14545,b,d,e,0.674,0.447,,0
id14546,c,a,f,0.157,0.483,117.203,1
id14547,f,a,i,0.227,0.529,,0
id14548,b,d,g,0.761,0.481,,0
id14549,b,d,a,0.246,0.629,393.88,1
id14550,a,b,g,0.757,0.191,228.225,1
id14551,e,d,i,0.532,0.453,,0
id14552,f,e,i,0.797,0.269,,0
id14553,b,e,e,0.478,0.556,241.472,1
id14554,c,a,c,0.586,0.363,229.084,1
id14555,b,e,a,0.418,0.506,417.262,1
id14556,a,d,j,0.475,0.619,,0
id14557,a,a,i,0.934,0.406,428.801,1
id14558,g,b,b,0.603,0.5,,0
id14559,e,a,d,0.042,0.611,,0
id14560,e,b,f,0.643,0.352,,0
id14561,g,c,j,0.293,0.495,196.855,1
id14562,d,a,g,0.814,0.37,,0
id14563,h,d,c,0.252,0.688,,0
id14564,e,d,i,0.634,0.548,258.891,1
id14565,b,e,b,0.172,0.705,293.12,1
id14566,b,e,a,0.733,0.328,,0
id14567,d,d,c,0.481,0.44,254.94,1
id14568,d,b,j,0.498,0.463,302.576,1
id14569,b,e,e,0.095,0.36,249.22,1
id14570,a,a,h,0.168,0.568,,0
id14571,e,d,d,0.77,0.476,,0
id14572,d,b,f,0.354,0.611,,0
id14573,h,a,e,0.162,0.534,,0
id14574,g,b,d,0.315,0.639,,0
id14575,a,e,h,0.522,0.376,278.621,1
id14576,e,d,h,0.404,0.555,413.607,1
id14577,g,a,j,0.405,0.585,,0
id14578,f,c,b,0.201,0.563,,0
id14579,e,e,h,0.524,0.503,,0
id14580,e,c,f,0.096,0.613,,0
id14581,g,c,d,0.083,0.554,152.136,1
id14582,g,a,j,0.617,0.383,232.276,1
id14583,e,b,g,0.344,0.549,,0
id14584,e,c,d,0.229,0.434,,0
id14585,e,d,c,0.777,0.442,,0
id14586,c,c,f,0.724,0.516,,0
id14587,g,c,e,0.265,0.562,,0
id14588,b,b,j,0.784,0.414,,0
id14589,e,a,h,0.832,0.14,,0
id14590,e,c,f,0.126,0.543,,0
id14591,b,b,b,0.668,0.402,267.048,1
id14592,d,d,i,0.979,0.204,,0
id14593,h,e,f,0.446,0.538,317.208,1
id14594,f,e,i,0.534,0.356,,0
id14595,a,c,a,0.941,0.43,,0
id14596,e,b,b,0.481,0.406,,0
id14597,g,a,c,0.32,0.669,,0
id14598,e,e,c,0.525,0.441,310.673,1
id14599,e,b,j,0.541,0.417,244.32,1
id14600,e,a,e,0.309,0.51,214.418,1
id14601,f,a,b,0.973,0.44,,0
id14602,g,a,h,0.422,0.443,,0
id14603,e,b,e,0.932,0.245,,0
id14604,d,a,e,0.859,0.317,,0
id14605,f,d,f,0.773,0.482,,0
id14606,b,d,c,0.421,0.253,,0
id14607,f,e,h,0.609,0.665,246.595,1
id14608,e,a,d,0.422,0.273,,0
id14609,h,c,b,0.309,0.486,,0
id14610,a,a,g,0.401,0.646,165.269,1
id14611,g,a,a,0.324,0.681,,0
id14612,c,a,b,0.051,0.47,205.387,1
id14613,g,a,i,0.592,0.616,245.867,1
id14614,a,c,f,0.846,0.353,300.737,1
id14615,a,c,c,0.598,0.382,189.637,1
id14616,g,d,d,0.222,0.544,,0
id14617,h,b,c,0.27,0.637,336.143,1
id14618,b,d,c,0.317,0.616,,0
id14619,c,e,j,0.274,0.374,195.829,1
id14620,h,a,c,0.187,0.642,290.063,1
id14621,c,b,i,0.107,0.51,85.968,1
id14622,d,d,d,0.451,0.44,239.836,1
id14623,a,c,b,0.379,0.494,250.727,1
id14624,c,a,a,0.056,0.691,249.426,1
id14625,e,b,b,0.548,0.536,,0
id14626,b,a,h,0.175,0.698,206.237,1
id14627,f,d,f,0.955,0.369,,0
id14628,g,e,a,0.235,0.511,259.916,1
id14629,a,b,e,0.818,0.42,,0
id14630,d,b,h,0.648,0.347,241.614,1
id14631,f,e,b,0.927,0.542,322.637,1
id14632,h,c,e,0.266,0.402,,0
id14633,h,d,h,0.014,0.609,,0
id14634,d,d,c,0.715,0.489,352.438,1
id14635,g,e,i,0.742,0.536,308.686,1
id14636,e,e,d,0.339,0.691,,0
id14637,f,b,e,0.794,0.549,233.425,1
id14638,d,a,h,0.621,0.42,232.821,1
id14639,f,d,g,0.256,0.503,,0
id14640,d,b,g,0.984,0.301,,0
id14641,c,a,c,0.313,0.525,,0
id14642,f,c,j,0.325,0.335,236.318,1
id14643,h,d,b,0.27,0.346,,0
id14644,f,c,e,0.99,0.52,219.971,1
id14645,c,a,d,0.323,0.431,109.969,1
id14646,g,c,g,0.345,0.453,,0
id14647,e,e,e,0.428,0.44,192.642,1
id14648,h,d,h,0.433,0.446,218.865,1
id14649,c,a,a,0.063,0.67,384.052,1
id14650,f,c,j,0.709,0.192,310.027,1
id14651,d,d,h,0.831,0.56,277.485,1
id14652,g,a,i,0.507,0.471,228.733,1
id14653,g,e,a,0.711,0.497,332.472,1
id14654,d,a,i,0.729,0.392,265.199,1
id14655,b,a,j,0.232,0.4,244.683,1
id14656,g,b,a,0.461,0.553,162.187,1
id14657,f,e,d,0.601,0.602,317.289,1
id14658,f,c,g,0.958,0.216,178.993,1
id14659,d,e,e,0.571,0.516,222.016,1
id14660,e,b,e,0.097,0.461,,0
id14661,c,c,c,0.57,0.627,,0
id14662,f,e,h,0.594,0.464,,0
id14663,c,c,f,0.303,0.409,,0
id14664,c,e,d,0.164,0.637,,0
id14665,b,e,d,0.704,0.438,,0
id14666,d,b,b,0.946,0.225,353.666,1
id14667,c,c,h,0.373,0.399,197.323,1
id14668,b,d,b,0.398,0.357,277.03,1
id14669,h,e,a,0.286,0.555,314.908,1
id14670,h,d,f,0.166,0.712,,0
id14671,d,d,a,0.812,0.288,179.965,1
id14672,g,c,a,0.128,0.362,260.368,1
id14673,a,e,a,0.541,0.424,,0
id14674,a,e,a,0.996,0.354,331.222,1
id14675,e,e,f,0.712,0.05,,0
id14676,d,e,a,0.287,0.595,297.714,1
id14677,f,a,i,0.718,0.304,,0
id14678,c,e,g,0.318,0.56,221.975,1
id14679,d,b,g,0.517,0.386,279.151,1
id14680,c,b,h,0.105,0.643,287.654,1
id14681,c,a,c,0.496,0.29,,0
id14682,c,e,i,0.063,0.515,,0
id14683,b,b,a,0.61,0.463,246.37,1
id14684,c,d,g,0.267,0.486,292.614,1
id14685,a,d,h,0.515,0.474,,0
id14686,a,a,d,0.707,0.393,302.236,1
id14687,b,a,i,0.389,0.349,192.491,1
id14688,b,a,a,0.606,0.364,358.092,1
id14689,c,b,d,0.277,0.548,,0
id14690,h,d,b,0.262,0.527,251.902,1
id14691,g,c,j,0.474,0.462,,0
id14692,f,a,f,0.886,0.463,224.714,1
id14693,b,d,d,0.528,0.479,,0
id14694,g,e,g,0.788,0.327,261.453,1
id14695,e,d,d,0.412,0.522,,0
id14696,d,c,d,0.711,0.586,,0
id14697,h,b,j,0.139,0.665,225.025,1
id14698,a,a,j,0.921,0.507,313.953,1
id14699,f,d,f,0.8,0.375,,0
id14700,g,e,c,0.051,0.468,260.943,1
id14701,g,c,f,0.677,0.616,,0
id14702,f,d,f,0.748,0.396,242.745,1
id14703,d,b,d,0.972,0.402,287.867,1
id14704,b,c,h,0.568,0.465,,0
id14705,g,d,j,0.72,0.507,,0
id14706,c,e,j,0.546,0.415,208.063,1
id14707,g,b,g,0.318,0.519,,0
id14708,g,e,g,0.57,0.366,249.714,1
id14709,b,b,g,0.873,0.235,,0
id14710,g,b,a,0.292,0.502,,0
id14711,b,d,g,0.504,0.375,214.182,1
id14712,c,a,g,0.303,0.334,,0
id14713,g,d,c,0.785,0.417,239.302,1
id14714,a,d,b,0.967,0.354,241.641,1
id14715,d,c,d,0.74,0.276,,0
id14716,f,b,c,0.81,0.381,328.308,1
id14717,c,b,i,0.267,0.5,,0
id14718,f,a,a,0.86,0.588,252.666,1
id14719,e,d,e,0.392,0.457,,0
id14720,c,c,e,0.241,0.538,94.177,1
id14721,g,c,h,0.471,0.454,235.341,1
id14722,a,d,a,0.575,0.358,,0
id14723,h,b,f,0.613,0.646,228.779,1
id14724,d,e,g,0.467,0.388,311.494,1
id14725,f,a,a,0.486,0.327,232.738,1
id14726,h,d,d,0.604,0.634,182.087,1
id14727,d,e,i,0.691,0.657,390.795,1
id14728,b,b,i,0.062,0.565,,0
id14729,b,e,b,0.268,0.536,,0
id14730,c,b,c,0.395,0.573,,0
id14731,e,c,d,0.548,0.559,209.445,1
id14732,h,b,i,0.199,0.559,,0
id14733,h,e,i,0.603,0.621,159.053,1
id14734,e,a,e,0.254,0.538,134.666,1
id14735,e,d,g,0.342,0.499,206.734,1
id14736,c,b,a,0.392,0.453,217.741,1
id14737,a,d,c,0.523,0.551,,0
id14738,e,b,j,0.797,0.425,,0
id14739,g,c,b,0.402,0.472,181.265,1
id14740,d,e,f,0.514,0.52,,0
id14741,c,a,j,0.3,0.738,193.905,1
id14742,h,b,d,0.127,0.436,144.844,1
id14743,g,e,f,0.463,0.434,218.312,1
id14744,c,c,e,0.481,0.704,109.632,1
id14745,c,e,d,0.172,0.488,156.462,1
id14746,d,a,b,0.54,0.275,,0
id14747,g,b,i,0.599,0.549,197.951,1
id14748,b,e,h,0.53,0.371,284.195,1
id14749,d,e,a,0.819,0.456,,0
id14750,h,d,b,0.16,0.606,202.42,1
id14751,h,c,d,0.681,0.284,199.908,1
id14752,c,a,i,0.356,0.506,245.681,1
id14753,e,c,j,0.388,0.561,225.617,1
id14754,d,b,g,0.94,0.605,236.479,1
id14755,g,e,d,0.415,0.383,,0
id14756,g,b,b,0.381,0.281,261.121,1
id14757,b,a,f,0.583,0.383,383.06,1
id14758,h,d,c,0.581,0.451,363.761,1
id14759,a,a,c,0.265,0.352,,0
id14760,f,c,h,0.711,0.553,,0
id14761,d,c,i,0.896,0.583,231.431,1
id14762,h,e,e,0.204,0.774,286.087,1
id14763,g,d,b,0.541,0.437,254.265,1
id14764,e,b,g,0.264,0.539,,0
id14765,f,c,h,0.709,0.477,287.72,1
id14766,b,d,j,0.714,0.423,,0
id14767,h,e,g,0.165,0.624,268.333,1
id14768,e,e,e,0.841,0.479,149.408,1
id14769,b,d,e,0.589,0.613,240.408,1
id14770,h,c,a,0.384,0.504,211.618,1
id14771,f,e,h,0.95,0.506,314.889,1
id14772,a,e,c,0.756,0.552,434.027,1
id14773,d,d,e,0.775,0.496,260.078,1
id14774,e,a,f,0.36,0.566,,0
id14775,a,b,d,0.362,0.385,265.646,1
id14776,f,b,b,0.948,0.365,,0
id14777,e,e,j,0.736,0.476,279.313,1
id14778,e,e,c,0.458,0.545,,0
id14779,f,b,b,0.962,0.595,304.491,1
id14780,d,e,g,0.517,0.598,,0
id14781,d,a,i,0.699,0.393,277.748,1
id14782,g,b,i,0.635,0.452,,0
id14783,f,a,f,0.719,0.282,,0
id14784,g,b,i,0.708,0.43,290.852,1
id14785,c,e,e,0.535,0.23,144.553,1
id14786,c,b,b,0.064,0.642,162.994,1
id14787,g,e,j,0.223,0.515,304.119,1
id14788,b,c,d,0.031,0.625,,0
id14789,e,e,h,0.49,0.453,,0
id14790,c,a,b,0.358,0.589,169.468,1
id14791,h,a,g,0.122,0.705,,0
id14792,g,a,b,0.161,0.504,,0
id14793,e,d,f,0.538,0.547,376.643,1
id14794,a,e,f,0.481,0.419,,0
id14795,h,a,g,0.389,0.679,,0
id14796,h,e,a,0.489,0.486,,0
id14797,f,b,j,0.928,0.537,285.086,1
id14798,f,d,i,0.864,0.494,238.565,1
id14799,a,c,c,0.504,0.482,194.038,1
id14800,f,c,j,0.254,0.595,225.202,1
id14801,e,c,h,0.558,0.573,233.888,1
id14802,c,e,d,0.439,0.435,,0
id14803,g,a,a,0.495,0.446,,0
id14804,b,b,e,0.393,0.517,270.308,1
id14805,c,e,i,0.672,0.405,167.937,1
id14806,g,c,a,0.509,0.635,,0
id14807,e,b,b,0.591,0.684,,0
id14808,e,a,i,0.598,0.55,230.226,1
id14809,d,e,c,0.952,0.644,256.038,1
id14810,c,d,h,0.109,0.494,,0
id14811,c,d,i,0.775,0.384,,0
id14812,c,c,c,0.32,0.612,88.387,1
id14813,a,c,e,0.791,0.393,222.279,1
id14814,a,e,b,0.62,0.264,206.964,1
id14815,g,c,d,0.66,0.549,245.41,1
id14816,b,a,e,0.53,0.434,,0
id14817,b,c,f,0.281,0.523,,0
id14818,f,c,c,0.842,0.393,,0
id14819,b,a,c,0.522,0.578,,0
id14820,g,d,i,0.332,0.53,,0
id14821,f,c,a,0.637,0.524,,0
id14822,g,c,f,0.243,0.536,,0
id14823,h,c,h,0.051,0.434,131.595,1
id14824,a,d,a,0.359,0.476,,0
id14825,c,c,a,0.088,0.444,211.507,1
id14826,g,a,g,0.307,0.543,366.106,1
id14827,h,a,c,0.192,0.854,,0
id14828,f,d,b,0.309,0.474,288.367,1
id14829,e,e,e,0.617,0.29,186.615,1
id14830,f,d,c,0.71,0.537,,0
id14831,e,e,h,0.533,0.573,295.205,1
id14832,d,c,d,0.508,0.363,,0
id14833,g,d,b,0.468,0.296,238.241,1
id14834,f,c,b,0.586,0.428,,0
id14835,g,a,i,0.644,0.337,,0
id14836,a,e,f,0.856,0.406,363.067,1
id14837,e,b,b,0.805,0.435,306.475,1
id14838,h,d,g,0.138,0.609,,0
id14839,c,e,d,0.642,0.595,160.353,1
id14840,g,e,b,0.276,0.548,252.822,1
id14841,h,a,c,0.091,0.456,228.347,1
id14842,g,c,d,0.441,0.554,,0
id14843,c,b,b,0.335,0.533,,0
id14844,a,d,f,0.427,0.549,347.939,1
id14845,e,e,e,0.672,0.316,195.754,1
id14846,h,e,d,0.063,0.632,,0
id14847,g,e,g,0.409,0.48,292.417,1
id14848,a,d,i,0.558,0.402,483.407,1
id14849,a,c,a,0.917,0.386,312.421,1
id14850,b,d,a,0.377,0.578,,0
id14851,d,a,f,0.385,0.637,257.251,1
id14852,e,c,e,0.552,0.372,165.792,1
id14853,g,b,c,0.861,0.509,304.388,1
id14854,b,d,f,0.178,0.66,169.981,1
id14855,d,c,f,0.472,0.491,,0
id14856,a,d,a,0.659,0.563,,0
id14857,d,a,b,0.808,0.422,237.382,1
id14858,g,e,h,0.773,0.391,,0
id14859,d,c,h,0.286,0.537,228.716,1
id14860,b,c,d,0.499,0.421,269.173,1
id14861,a,b,h,0.443,0.497,,0
id14862,b,a,d,0.146,0.489,,0
id14863,b,c,i,0.186,0.476,206.538,1
id14864,h,d,d,0.488,0.382,,0
id14865,d,b,h,0.84,0.507,,0
id14866,c,c,f,0.072,0.542,214.407,1
id14867,g,e,b,0.55,0.611,274.193,1
id14868,a,b,i,0.589,0.482,301.463,1
id14869,d,c,i,0.84,0.312,,0
id14870,h,d,b,0.677,0.386,,0
id14871,h,e,b,0.089,0.559,215.265,1
id14872,b,e,f,0.337,0.439,,0
id14873,a,d,e,0.398,0.581,261.424,1
id14874,a,e,c,0.512,0.449,325.462,1
id14875,h,d,g,0.609,0.476,,0
id14876,c,b,d,0.654,0.345,181.072,1
id14877,d,e,i,0.913,0.379,,0
id14878,e,d,i,0.746,0.464,213.831,1
id14879,c,a,i,0.131,0.688,138.137,1
id14880,e,c,g,0.676,0.263,380.762,1
id14881,f,c,e,0.634,0.485,231.942,1
id14882,b,e,c,0.297,0.296,409.193,1
id14883,b,a,j,0.56,0.328,,0
id14884,g,c,a,0.606,0.558,,0
id14885,b,c,g,0.688,0.3,351.135,1
id14886,f,b,i,0.459,0.381,213.045,1
id14887,f,b,g,0.418,0.709,,0
id14888,b,a,c,0.368,0.409,,0
id14889,d,a,g,0.912,0.408,,0
id14890,c,e,d,0.141,0.53,128.887,1
id14891,d,d,c,0.643,0.557,283.006,1
id14892,g,b,g,0.167,0.463,,0
id14893,h,a,h,0.182,0.628,161.197,1
id14894,a,c,g,0.678,0.427,,0
id14895,c,b,b,0.686,0.446,,0
id14896,a,a,e,0.6,0.503,,0
id14897,a,d,f,0.518,0.391,284.197,1
id14898,c,d,c,0.151,0.425,178.391,1
id14899,e,e,h,0.883,0.476,,0
id14900,b,e,b,0.244,0.371,300.732,1
id14901,d,b,g,0.912,0.243,,0
id14902,h,d,e,0.407,0.602,,0
id14903,b,b,f,0.359,0.479,322.74,1
id14904,f,b,b,0.601,0.493,250.877,1
id14905,g,e,h,0.227,0.414,189.545,1
id14906,g,a,c,0.266,0.411,193.073,1
id14907,a,b,a,0.862,0.45,,0
id14908,c,e,j,0.379,0.616,246.614,1
id14909,a,d,c,0.516,0.68,375.254,1
id14910,d,b,i,0.953,0.365,201.549,1
id14911,d,d,g,0.918,0.489,376.45,1
id14912,h,b,i,0.076,0.571,205.147,1
id14913,a,d,a,0.828,0.398,,0
id14914,e,c,d,0.36,0.498,107.571,1
id14915,h,b,h,0.116,0.418,,0
id14916,d,d,d,0.866,0.569,,0
id14917,a,e,g,0.055,0.738,162.289,1
id14918,a,c,h,0.425,0.638,,0
id14919,e,e,g,0.727,0.466,276.617,1
id14920,e,e,h,0.37,0.527,307.506,1
id14921,a,b,e,0.734,0.457,253.151,1
id14922,f,a,i,0.665,0.657,304.258,1
id14923,h,c,i,0.389,0.63,229.384,1
id14924,d,e,i,0.91,0.467,350.968,1
id14925,h,a,j,0.537,0.426,,0
id14926,c,e,e,0.299,0.576,,0
id14927,d,e,i,0.448,0.475,234.867,1
id14928,c,b,c,0.287,0.401,305.378,1
id14929,g,a,j,0.178,0.643,229.799,1
id14930,b,a,f,0.432,0.421,,0
id14931,a,b,g,0.939,0.719,,0
id14932,f,d,a,0.554,0.491,206.704,1
id14933,d,d,e,0.856,0.571,320.435,1
id14934,c,e,h,0.17,0.671,,0
id14935,c,d,d,0.125,0.57,,0
id14936,e,c,b,0.654,0.33,193.971,1
id14937,e,a,f,0.368,0.819,,0
id14938,e,b,g,0.448,0.55,,0
id14939,h,e,c,0.216,0.606,,0
id14940,h,d,i,0.359,0.613,192.5,1
id14941,b,a,j,0.696,0.548,,0
id14942,e,a,e,0.624,0.379,,0
id14943,b,d,b,0.736,0.399,,0
id14944,c,d,i,0.699,0.584,,0
id14945,e,a,d,0.72,0.57,171.843,1
id14946,g,b,f,0.268,0.778,220.413,1
id14947,d,c,j,0.96,0.452,321.309,1
id14948,h,b,b,0.587,0.348,253.344,1
id14949,g,d,d,0.261,0.752,,0
id14950,e,a,d,0.506,0.575,,0
id14951,h,a,c,0.16,0.644,,0
id14952,d,a,j,0.738,0.496,227.314,1
id14953,h,e,j,0.408,0.594,,0
id14954,h,b,b,0.219,0.602,,0
id14955,f,b,e,0.201,0.501,,0
id14956,a,b,j,0.156,0.541,209.663,1
id14957,a,d,e,0.48,0.59,338.024,1
id14958,b,d,e,0.229,0.491,,0
id14959,f,e,d,0.632,0.417,232.603,1
id14960,h,d,e,0.461,0.414,202.676,1
id14961,e,e,e,0.332,0.341,150.956,1
id14962,h,b,b,0.361,0.584,,0
id14963,b,e,j,0.814,0.294,262.438,1
id14964,e,d,b,0.604,0.557,,0
id14965,h,a,f,0.039,0.383,,0
id14966,d,e,c,0.645,0.518,,0
id14967,g,a,f,0.269,0.645,295.059,1
id14968,g,e,i,0.077,0.63,207.28,1
id14969,b,e,b,0.747,0.47,,0
id14970,c,b,h,0.157,0.735,287.586,1
id14971,h,e,h,0.371,0.45,,0
id14972,b,a,j,0.269,0.532,,0
id14973,h,e,d,0.574,0.561,339.682,1
id14974,e,e,j,0.223,0.457,190.728,1
id14975,h,c,g,0.149,0.584,,0
id14976,g,b,d,0.135,0.512,269.74,1
id14977,g,a,a,0.28,0.704,222.621,1
id14978,h,e,f,0.243,0.604,280.168,1
id14979,g,e,d,0.376,0.431,195.511,1
id14980,e,c,d,0.614,0.705,,0
id14981,g,c,h,0.885,0.489,,0
id14982,c,b,g,0.23,0.617,,0
id14983,c,d,b,0.343,0.555,,0
id14984,g,a,f,0.848,0.436,,0
id14985,g,c,h,0.501,0.524,430.934,1
id14986,b,b,g,0.026,0.696,244.732,1
id14987,f,c,f,0.499,0.494,,0
id14988,e,c,g,0.44,0.547,219.385,1
id14989,e,b,a,0.338,0.662,302.189,1
